n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
851,pphi = 0,218.0019,1.0938,13.1159,56.5161,0.1731,0.0334,0.0000,36.7552,-0.1846,-2.39e-7,
852,pr = 0,218.3339,1.1223,14.0783,52.1121,0.0000,0.0899,-0.0447,30.8868,-0.1846,-2.23e-7,
853,beta = 0,218.9499,1.0093,17.6360,26.6679,-0.4052,0.1247,-0.0877,0.0000,-0.1846,-2.72e-7,
854,collision,218.9699,1.0000,17.7927,25.5471,-0.4260,0.1229,-0.0877,-1.3617,-0.1846,-4.37e-13,
855,phi = 0,219.6129,1.1237,20.1890,0.0000,0.0037,0.0114,-0.0406,-30.6067,-0.1846,-2.29e-7,
856,pr = 0,219.6189,1.1237,20.1924,-0.1643,0.0000,0.0097,-0.0398,-30.7763,-0.1846,-1.24e-8,
857,ptheta = 0,219.6629,1.1232,20.2017,-1.0664,-0.0216,0.0000,-0.0349,-31.6929,-0.1846,-4.12e-8,
858,pphi = 0,219.9369,1.0979,19.7723,-3.8830,-0.1642,-0.0681,0.0000,-33.8447,-0.1846,-1.00e-7,
859,phi = 0,220.2509,1.0169,17.9984,0.0000,-0.3636,-0.1532,0.0435,-27.2253,-0.1846,-1.51e-7,
860,collision,220.2929,1.0000,17.5993,1.1867,-0.3996,-0.1657,0.0497,-25.4248,-0.1846,-5.03e-13,
861,beta = 0,220.7509,1.1058,12.8148,19.3033,0.0827,-0.2346,0.0792,0.0000,-0.1846,-1.52e-7,
862,pr = 0,220.8869,1.1114,11.3148,25.4347,0.0000,-0.2361,0.0768,8.4069,-0.1846,-3.11e-7,
863,collision,221.4889,1.0000,5.1808,43.0993,-0.3864,-0.1508,0.0099,35.3228,-0.1846,-4.78e-13,
864,pphi = 0,221.5431,1.0192,4.7579,43.2462,0.3467,-0.1368,-0.0000,36.1053,-0.1846,-1.58e-7,
865,pr = 0,222.1171,1.1153,2.6855,28.3279,0.0000,-0.0187,-0.0825,24.2990,-0.1846,-2.90e-7,
866,ptheta = 0,222.2751,1.1079,2.6218,20.2412,-0.0962,0.0000,-0.0957,16.3079,-0.1846,-2.42e-7,
867,beta = 0,222.5491,1.0556,2.7397,4.1104,-0.2914,0.0126,-0.1058,0.0000,-0.1846,-2.14e-7,
868,phi = 0,222.6171,1.0339,2.7822,0.0000,-0.3483,0.0108,-0.1051,-4.1742,-0.1846,-2.42e-7,
869,collision,222.7031,1.0000,2.8218,-5.1859,-0.4292,0.0049,-0.1018,-9.4194,-0.1846,-3.94e-13,
870,ptheta = 0,222.7520,1.0193,2.8285,-7.9191,0.3843,0.0000,-0.0989,-12.1628,-0.1846,-1.83e-7,
871,pr = 0,223.3500,1.1232,1.5354,-31.8471,0.0000,-0.1013,-0.0344,-34.1502,-0.1846,-1.99e-8,
872,pphi = 0,223.6040,1.1069,0.0600,-34.3595,-0.1299,-0.1534,0.0000,-34.4495,-0.1846,-2.06e-7,
873,theta = 0,223.6120,1.1058,0.0000,-34.3568,-0.1344,-0.1552,0.0012,-34.3568,-0.1846,-2.40e-7,
874,collision,224.0200,1.0000,-4.1308,-27.4745,-0.4045,-0.2354,0.0563,-21.2757,-0.1846,-5.03e-13,
875,beta = 0,224.3786,1.0953,-8.7637,-13.1714,0.1427,-0.2570,0.0763,-0.0000,-0.1846,-3.04e-7,
876,pr = 0,224.6146,1.1118,-11.5137,-3.2172,0.0000,-0.2388,0.0692,14.1121,-0.1846,-2.15e-7,
877,phi = 0,224.6986,1.1098,-12.4276,0.0000,-0.0489,-0.2271,0.0635,18.7154,-0.1846,-3.04e-7,
878,pphi = 0,225.1946,1.0129,-16.6960,10.2092,-0.3544,-0.1081,0.0000,35.4342,-0.1846,-2.13e-7,
879,collision,225.2266,1.0000,-16.8989,10.1446,-0.3810,-0.0962,-0.0065,35.6808,-0.1846,-5.31e-13,
880,ptheta = 0,225.5561,1.0877,-17.6929,3.8248,0.1660,0.0000,-0.0578,30.5802,-0.1846,-2.34e-7,
881,phi = 0,225.6601,1.1018,-17.6321,0.0000,0.1048,0.0240,-0.0700,26.6619,-0.1846,-2.77e-7,
882,pr = 0,225.8381,1.1112,-17.2867,-8.0089,0.0000,0.0578,-0.0862,18.1223,-0.1846,-2.14e-7,
883,beta = 0,226.1421,1.0821,-16.1683,-24.4166,-0.1959,0.0917,-0.0979,-0.0000,-0.1846,-2.68e-7,
884,collision,226.4141,1.0000,-14.8266,-39.1614,-0.4139,0.0891,-0.0859,-16.7954,-0.1846,-4.89e-13,
885,ptheta = 0,227.0193,1.1222,-13.3213,-56.5976,0.0318,-0.0000,-0.0109,-36.5244,-0.1846,-2.24e-7,
886,pr = 0,227.0833,1.1232,-13.3379,-56.8374,0.0000,-0.0114,-0.0021,-36.7390,-0.1846,-1.90e-7,
887,pphi = 0,227.0993,1.1231,-13.3466,-56.8464,-0.0075,-0.0141,0.0000,-36.7347,-0.1846,-1.78e-7,
888,collision,227.7513,1.0000,-15.5827,-40.6133,-0.4122,-0.1122,0.0824,-17.0925,-0.1846,-5.04e-13,
889,beta = 0,228.0317,1.0828,-17.2823,-26.1245,0.1928,-0.1143,0.0948,-0.0000,-0.1846,-2.66e-7,
890,pr = 0,228.3357,1.1114,-18.7118,-10.3288,0.0000,-0.0796,0.0833,17.9951,-0.1846,-2.98e-8,
891,phi = 0,228.5837,1.0931,-19.3626,0.0000,-0.1456,-0.0288,0.0592,29.3283,-0.1846,-1.77e-7,
892,ptheta = 0,228.6977,1.0729,-19.4431,3.3638,-0.2126,0.0000,0.0446,32.8165,-0.1846,-2.14e-7,
893,collision,228.9437,1.0000,-18.9417,6.9635,-0.3801,0.0774,0.0040,35.6421,-0.1846,-5.51e-13,
894,pphi = 0,228.9671,1.0081,-18.8414,6.9883,0.3636,0.0850,0.0000,35.5121,-0.1846,-1.52e-7,
895,phi = 0,229.3671,1.1007,-15.9693,0.0000,0.1116,0.1919,-0.0557,24.1121,-0.1846,-2.83e-7,
896,pr = 0,229.5611,1.1115,-14.0849,-7.0883,-0.0000,0.2238,-0.0710,14.1472,-0.1846,-3.36e-9,
897,beta = 0,229.7951,1.0949,-11.4859,-17.2872,-0.1431,0.2439,-0.0780,-0.0000,-0.1846,-2.83e-7,
898,collision,230.1491,1.0000,-7.0791,-31.8922,-0.4042,0.2260,-0.0583,-21.2600,-0.1846,-5.26e-13,
899,pphi = 0,230.5821,1.1084,-2.9491,-39.2561,0.1224,0.1452,0.0000,-34.8315,-0.1846,-1.66e-7,
900,pr = 0,230.8221,1.1230,-1.6211,-36.9965,0.0000,0.0974,0.0328,-34.5646,-0.1846,-1.65e-7,
901,ptheta = 0,231.4181,1.0202,-0.3871,-13.5266,-0.3812,0.0000,0.0986,-12.9460,-0.1846,-2.48e-7,
902,collision,231.4661,1.0000,-0.3940,-10.6544,-0.4283,-0.0048,0.1018,-10.0634,-0.1846,-4.25e-13,
903,beta = 0,231.6331,1.0583,-0.4759,-0.7138,0.2824,-0.0113,0.1064,-0.0000,-0.1846,-3.06e-7,
904,phi = 0,231.6451,1.0616,-0.4826,0.0000,0.2732,-0.0113,0.1064,0.7239,-0.1846,-3.55e-7,
905,ptheta = 0,231.8651,1.1039,-0.5602,13.0782,0.1162,0.0000,0.0991,13.9185,-0.1846,-3.16e-7,
906,pr = 0,232.0531,1.1146,-0.4703,22.9944,0.0000,0.0225,0.0843,23.6997,-0.1846,-2.52e-7,
907,theta = 0,232.2911,1.0981,0.0000,32.7076,-0.1377,0.0644,0.0565,32.7076,-0.1846,-2.81e-7,
908,pphi = 0,232.6391,1.0133,1.8698,38.6498,-0.3584,0.1483,0.0000,35.8448,-0.1846,-2.56e-7,
909,collision,232.6731,1.0000,2.1804,38.5802,-0.3859,0.1583,-0.0068,35.3092,-0.1846,-5.15e-13,
910,pr = 0,233.2803,1.1114,8.6467,21.7964,0.0000,0.2502,-0.0747,8.8016,-0.1846,-2.22e-7,
911,beta = 0,233.4223,1.1053,10.3196,15.5215,-0.0866,0.2500,-0.0773,0.0000,-0.1846,-1.68e-7,
912,phi = 0,233.8063,1.0238,14.7526,0.0000,-0.3479,0.2016,-0.0563,-22.2533,-0.1846,-4.83e-9,
913,collision,233.8683,1.0000,15.4426,-1.9128,-0.3997,0.1857,-0.0483,-25.2196,-0.1846,-5.43e-13,
914,pphi = 0,234.2159,1.0957,17.9518,-6.6805,0.1706,0.0934,0.0000,-33.8340,-0.1846,-8.32e-8,
915,pr = 0,234.5459,1.1235,18.7548,-2.6494,0.0000,0.0135,0.0418,-31.0397,-0.1846,-1.23e-7,
916,ptheta = 0,234.6059,1.1225,18.7733,-1.0857,-0.0314,0.0000,0.0486,-29.5045,-0.1846,-2.07e-7,
917,phi = 0,234.6439,1.1210,18.7663,0.0000,-0.0513,-0.0082,0.0527,-28.4080,-0.1846,-7.00e-9,
918,collision,235.1879,1.0000,17.1129,23.8894,-0.4272,-0.0992,0.0909,-1.9751,-0.1846,-4.79e-13,
919,beta = 0,235.2237,1.0134,16.9285,25.5816,0.3969,-0.1018,0.0911,0.0000,-0.1846,-2.12e-7,
920,pr = 0,235.8237,1.1217,14.1309,51.7928,0.0000,-0.0684,0.0499,30.4874,-0.1846,-2.43e-7,
921,pphi = 0,236.1897,1.0865,13.4782,57.2621,-0.1937,-0.0054,0.0000,36.9502,-0.1846,-1.98e-7,
922,ptheta = 0,236.2177,1.0810,13.4746,57.2289,-0.2093,0.0000,-0.0042,36.9226,-0.1846,-2.50e-7,
923,collision,236.4897,1.0000,13.8924,53.0898,-0.3938,0.0573,-0.0494,32.1476,-0.1846,-5.23e-13,
924,pr = 0,237.0662,1.1085,16.5223,26.1671,0.0000,0.1034,-0.0981,1.2083,-0.1846,-3.43e-7,
925,beta = 0,237.0842,1.1084,16.6134,25.0985,-0.0120,0.1024,-0.0982,0.0000,-0.1846,-8.32e-8,
926,phi = 0,237.5902,1.0187,18.3560,0.0000,-0.3555,0.0206,-0.0638,-27.7756,-0.1846,-1.37e-7,
927,collision,237.6382,1.0000,18.3933,-1.7185,-0.3960,0.0058,-0.0563,-29.5516,-0.1846,-5.39e-13,
928,ptheta = 0,237.6583,1.0073,18.3964,-2.3101,0.3805,0.0000,-0.0533,-30.1481,-0.1846,-2.03e-7,
929,pphi = 0,238.0183,1.1003,17.4582,-7.6864,0.1501,-0.1016,0.0000,-34.0810,-0.1846,-6.44e-8,
930,pr = 0,238.3083,1.1218,15.6488,-4.6479,0.0000,-0.1684,0.0355,-28.2698,-0.1846,-1.95e-7,
931,phi = 0,238.4903,1.1130,14.1007,0.0000,-0.0978,-0.2030,0.0532,-21.2594,-0.1846,-5.10e-8,
932,beta = 0,238.8783,1.0275,9.6897,14.5694,-0.3590,-0.2472,0.0721,0.0000,-0.1846,-3.12e-7,
933,collision,238.9463,1.0000,8.7128,17.4751,-0.4209,-0.2486,0.0712,4.3805,-0.1846,-5.27e-13,
934,pr = 0,239.6100,1.1245,1.5937,35.2379,0.0000,-0.1705,0.0121,32.8472,-0.1846,-4.92e-8,
935,pphi = 0,239.7020,1.1223,0.9115,35.5618,-0.0468,-0.1527,0.0000,34.1946,-0.1846,-2.31e-7,
936,theta = 0,239.8460,1.1104,0.0000,34.7653,-0.1207,-0.1236,-0.0195,34.7653,-0.1846,-2.16e-7,
937,collision,240.2800,1.0000,-1.6569,22.1342,-0.4113,-0.0291,-0.0816,24.6197,-0.1846,-4.85e-13,
938,ptheta = 0,240.4592,1.0592,-1.7844,12.8665,0.2655,0.0000,-0.1002,15.5433,-0.1846,-1.10e-7,
939,phi = 0,240.6712,1.0991,-1.6910,0.0000,0.1129,0.0147,-0.1092,2.5367,-0.1846,-2.00e-7,
940,beta = 0,240.7112,1.1030,-1.6627,-2.4942,0.0859,0.0153,-0.1094,-0.0000,-0.1846,-8.73e-8,
941,pr = 0,240.8392,1.1086,-1.5751,-10.5454,0.0000,0.0125,-0.1072,-8.1827,-0.1846,-2.92e-7,
942,ptheta = 0,240.9992,1.1003,-1.5220,-19.9989,-0.1040,0.0000,-0.0983,-17.7157,-0.1846,-3.49e-7,
943,collision,241.4092,1.0000,-2.2551,-37.7693,-0.3932,-0.0783,-0.0445,-34.3863,-0.1846,-5.13e-13,
944,pphi = 0,241.6727,1.0781,-3.7803,-40.9841,0.2159,-0.1427,-0.0000,-35.3115,-0.1846,-2.53e-7,
945,pr = 0,242.0687,1.1203,-7.1109,-34.9191,0.0000,-0.2118,0.0498,-24.2389,-0.1846,-3.12e-9,
946,beta = 0,242.5187,1.0611,-11.9971,-18.0622,-0.2767,-0.2343,0.0737,-0.0000,-0.1846,-4.14e-8,
947,collision,242.6927,1.0000,-14.1571,-10.7670,-0.4202,-0.2177,0.0687,10.5784,-0.1846,-5.32e-13,
948,phi = 0,243.0374,1.0990,-17.4708,0.0000,0.1764,-0.1525,0.0383,26.4140,-0.1846,-2.01e-7,
949,pphi = 0,243.3674,1.1281,-19.2274,3.6949,0.0041,-0.0776,0.0000,32.8145,-0.1846,-1.46e-7,
950,pr = 0,243.3754,1.1281,-19.2559,3.6926,0.0000,-0.0757,-0.0010,32.8562,-0.1846,-6.60e-8,
951,phi = 0,243.6934,1.1027,-19.8058,0.0000,-0.1635,-0.0004,-0.0394,30.0136,-0.1846,-4.99e-8,
952,ptheta = 0,243.6954,1.1024,-19.8058,-0.0346,-0.1644,0.0000,-0.0396,29.9790,-0.1846,-1.83e-7,
953,collision,244.0574,1.0000,-18.9853,-12.5832,-0.4192,0.0839,-0.0789,16.1626,-0.1846,-5.18e-13,
954,beta = 0,244.3370,1.0848,-17.4569,-26.3927,0.2019,0.1203,-0.0905,-0.0000,-0.1846,-1.53e-7,
955,pr = 0,244.6610,1.1165,-15.6076,-42.3430,0.0000,0.1174,-0.0779,-18.7841,-0.1846,-2.60e-7,
956,pphi = 0,245.2510,1.0149,-13.3746,-57.3890,-0.3573,0.0232,0.0000,-37.2348,-0.1846,-2.84e-7,
957,collision,245.2890,1.0000,-13.3336,-57.3015,-0.3876,0.0132,0.0077,-37.2096,-0.1846,-5.34e-13,
958,ptheta = 0,245.3441,1.0197,-13.3138,-56.9054,0.3473,0.0000,0.0180,-36.8436,-0.1846,-2.09e-7,
959,pr = 0,245.9061,1.1142,-14.6545,-38.1555,0.0000,-0.0834,0.0877,-16.0519,-0.1846,-1.37e-7,
960,beta = 0,246.1741,1.0918,-15.7373,-23.7573,-0.1704,-0.0844,0.0967,-0.0000,-0.1846,-2.50e-7,
961,collision,246.4901,1.0000,-16.8502,-6.9791,-0.4178,-0.0423,0.0815,18.4823,-0.1846,-5.16e-13,
962,phi = 0,246.6615,1.0586,-17.0619,0.0000,0.2842,-0.0032,0.0627,25.7862,-0.1846,-1.48e-7,
963,ptheta = 0,246.6755,1.0624,-17.0630,0.4871,0.2748,0.0000,0.0611,26.2751,-0.1846,-6.70e-8,
964,pphi = 0,247.1675,1.1272,-15.7434,9.1439,0.0028,0.1157,0.0000,32.9105,-0.1846,-1.98e-7,
965,pr = 0,247.1735,1.1272,-15.7133,9.1428,0.0000,0.1170,-0.0007,32.8633,-0.1846,-1.46e-7,
966,phi = 0,247.6935,1.0550,-11.4453,-0.0000,-0.2955,0.2234,-0.0572,17.2256,-0.1846,-1.33e-7,
967,collision,247.8475,1.0000,-9.4726,-5.5777,-0.4206,0.2456,-0.0677,8.6638,-0.1846,-5.47e-13,
968,beta = 0,247.9920,1.0513,-7.5219,-11.2991,0.3020,0.2555,-0.0711,-0.0000,-0.1846,-2.96e-7,
969,pr = 0,248.4800,1.1208,-1.8188,-28.4174,0.0000,0.2207,-0.0430,-25.6890,-0.1846,-2.53e-7,
970,theta = 0,248.6740,1.1108,0.0000,-31.9920,-0.1026,0.1874,-0.0206,-31.9920,-0.1846,-2.47e-7,
971,pphi = 0,248.8220,1.0895,1.2128,-32.8891,-0.1838,0.1563,0.0000,-34.7085,-0.1846,-6.55e-8,
972,collision,249.1380,1.0000,3.1341,-28.3282,-0.3951,0.0759,0.0521,-33.0306,-0.1846,-5.37e-13,
973,ptheta = 0,249.5187,1.0963,3.7980,-11.0979,0.1227,0.0000,0.0996,-16.7970,-0.1846,-3.25e-7,
974,phi = 0,249.7047,1.1077,3.7204,0.0000,0.0011,-0.0157,0.1086,-5.5826,-0.1846,-5.93e-8,
975,pr = 0,249.7047,1.1077,3.7192,0.1011,0.0000,-0.0157,0.1086,-5.4796,-0.1846,-1.84e-7,
976,beta = 0,249.7907,1.1053,3.6500,5.4768,-0.0570,-0.0183,0.1096,0.0000,-0.1846,-2.60e-7,
977,ptheta = 0,250.1087,1.0521,3.4524,24.6001,-0.2824,0.0000,0.0950,19.4200,-0.1846,-4.11e-9,
978,collision,250.2587,1.0000,3.5518,32.1099,-0.4072,0.0258,0.0765,26.7805,-0.1846,-5.26e-13,
979,pphi = 0,250.7823,1.1181,5.6055,43.3484,0.0769,0.1340,0.0000,34.9335,-0.1846,-1.17e-7,
980,pr = 0,250.9343,1.1240,6.6294,42.4695,0.0000,0.1616,-0.0199,32.5143,-0.1846,-1.14e-7,
981,collision,251.5883,1.0000,13.1800,22.5434,-0.4217,0.2236,-0.0747,2.6850,-0.1846,-5.67e-13,
982,beta = 0,251.6336,1.0174,13.7231,20.6845,0.3828,0.2216,-0.0750,0.0000,-0.1846,-2.73e-7,
983,phi = 0,252.2276,1.1225,19.0646,0.0000,0.0041,0.1308,-0.0361,-28.8681,-0.1846,-1.63e-7,
984,pr = 0,252.2356,1.1226,19.1112,-0.1612,0.0000,0.1291,-0.0352,-29.1013,-0.1846,-1.89e-7,
985,pphi = 0,252.5236,1.1013,20.3738,-3.1561,-0.1484,0.0600,0.0000,-34.0493,-0.1846,-2.16e-7,
986,ptheta = 0,252.7436,1.0553,20.6970,-1.2651,-0.2756,-0.0000,0.0306,-32.6594,-0.1846,-8.65e-8,
987,phi = 0,252.8056,1.0368,20.6669,0.0000,-0.3178,-0.0183,0.0398,-31.3476,-0.1846,-2.25e-7,
988,collision,252.9076,1.0000,20.4730,2.8107,-0.3968,-0.0496,0.0553,-28.2362,-0.1846,-5.96e-13,
989,beta = 0,253.4297,1.1084,17.7425,26.8316,0.0357,-0.1404,0.0925,0.0000,-0.1846,-1.35e-7,
990,pr = 0,253.4877,1.1094,17.3635,29.8700,0.0000,-0.1429,0.0921,3.6207,-0.1846,-3.28e-7,
991,collision,254.0697,1.0000,13.6661,54.2127,-0.3905,-0.0881,0.0373,33.6150,-0.1846,-5.81e-13,
992,pphi = 0,254.2895,1.0679,12.9178,56.4957,0.2409,-0.0404,0.0000,37.0360,-0.1846,-2.01e-7,
993,ptheta = 0,254.4955,1.1054,12.7188,54.6056,0.1251,0.0000,-0.0312,35.4480,-0.1846,-5.68e-8,
994,pr = 0,254.7315,1.1201,12.9287,48.3447,0.0000,0.0373,-0.0610,28.8682,-0.1846,-6.93e-8,
995,beta = 0,255.2815,1.0276,14.5584,21.9570,-0.3652,0.0672,-0.0963,0.0000,-0.1846,-2.21e-7,
996,collision,255.3475,1.0000,14.8089,18.1317,-0.4290,0.0618,-0.0955,-4.2074,-0.1846,-5.23e-13,
997,phi = 0,255.7195,1.1033,15.5110,0.0000,0.1517,0.0051,-0.0713,-23.4112,-0.1846,-1.02e-7,
998,ptheta = 0,255.7475,1.1071,15.5142,-1.0616,0.1359,0.0000,-0.0687,-24.4777,-0.1846,-1.00e-7,
999,pr = 0,255.9955,1.1237,15.2224,-8.9612,0.0000,-0.0525,-0.0411,-31.9316,-0.1846,-2.11e-7,
1000,pphi = 0,256.3115,1.0979,13.9177,-12.7587,-0.1643,-0.1271,0.0000,-33.7395,-0.1846,-1.45e-7,
1001,collision,256.6675,1.0000,10.7360,-7.6947,-0.4018,-0.2161,0.0493,-23.8462,-0.1846,-6.11e-13,
1002,phi = 0,256.8903,1.0694,7.9512,0.0000,0.2342,-0.2546,0.0698,-11.9460,-0.1846,-1.92e-7,
1003,beta = 0,257.0843,1.1025,5.4703,8.2117,0.1068,-0.2670,0.0751,0.0000,-0.1846,-1.71e-7,
1004,pr = 0,257.2623,1.1119,3.2757,15.6824,0.0000,-0.2634,0.0711,10.7674,-0.1846,-2.34e-7,
1005,theta = 0,257.5403,1.0890,0.0000,25.5264,-0.1642,-0.2319,0.0492,25.5264,-0.1846,-3.13e-7,
1006,pphi = 0,257.8663,1.0015,-3.3350,30.5353,-0.3818,-0.1563,0.0000,35.5392,-0.1846,-2.13e-7,
1007,collision,257.8683,1.0000,-3.3695,30.5345,-0.3848,-0.1551,-0.0007,35.5901,-0.1846,-6.02e-13,
1008,pr = 0,258.4837,1.1130,-5.7986,13.0275,0.0000,-0.0146,-0.0883,21.7329,-0.1846,-2.36e-7,
1009,ptheta = 0,258.5917,1.1095,-5.8336,7.3039,-0.0664,0.0000,-0.0967,16.0618,-0.1846,-2.99e-7,
1010,phi = 0,258.7197,1.0958,-5.7935,0.0000,-0.1496,0.0125,-0.1035,8.6977,-0.1846,-1.29e-7,
1011,beta = 0,258.8597,1.0676,-5.6787,-8.5250,-0.2516,0.0194,-0.1062,-0.0000,-0.1846,-2.71e-7,
1012,collision,259.0597,1.0000,-5.4826,-20.5669,-0.4249,0.0136,-0.0995,-12.3368,-0.1846,-5.34e-13,
1013,ptheta = 0,259.1912,1.0473,-5.4308,-27.5380,0.3127,0.0000,-0.0886,-19.3858,-0.1846,-2.43e-7,
1014,pr = 0,259.7152,1.1230,-6.4195,-45.0962,0.0000,-0.0868,-0.0252,-35.4568,-0.1846,-1.15e-7,
1015,pphi = 0,259.8972,1.1146,-7.2892,-46.4189,-0.0923,-0.1216,0.0000,-35.4703,-0.1846,-2.35e-7,
1016,collision,260.3832,1.0000,-11.3907,-37.1264,-0.4057,-0.2048,0.0644,-19.9835,-0.1846,-6.31e-13,
1017,beta = 0,260.7169,1.0912,-15.0649,-22.7298,0.1590,-0.2150,0.0815,-0.0000,-0.1846,-2.40e-7,
1018,pr = 0,260.9769,1.1115,-17.5542,-11.0239,0.0000,-0.1888,0.0731,15.5183,-0.1846,-1.31e-7,
1019,phi = 0,261.3009,1.0812,-19.9855,0.0000,-0.1874,-0.1233,0.0420,30.2917,-0.1846,-3.00e-7,
1020,pphi = 0,261.5749,1.0064,-21.1772,3.4898,-0.3661,-0.0408,0.0000,35.6299,-0.1846,-2.68e-7,
1021,collision,261.5889,1.0000,-21.2140,3.4746,-0.3791,-0.0348,-0.0031,35.6719,-0.1846,-6.69e-13,
1022,ptheta = 0,261.6946,1.0349,-21.3116,2.7586,0.3055,0.0000,-0.0210,35.1076,-0.1846,-1.72e-7,
1023,phi = 0,261.8426,1.0731,-21.1411,0.0000,0.2110,0.0440,-0.0432,32.0839,-0.1846,-3.00e-7,
1024,pr = 0,262.2026,1.1111,-19.6664,-13.1838,0.0000,0.1223,-0.0801,16.6141,-0.1846,-1.03e-7,
1025,beta = 0,262.4826,1.0874,-17.8287,-26.9642,-0.1738,0.1534,-0.0897,-0.0000,-0.1846,-5.80e-8,
1026,collision,262.7866,1.0000,-15.3527,-41.8812,-0.4085,0.1492,-0.0750,-18.7119,-0.1846,-6.32e-13,
1027,pphi = 0,263.3690,1.1211,-12.2084,-54.8563,0.0450,0.0588,0.0000,-36.4736,-0.1846,-2.21e-7,
1028,pr = 0,263.4590,1.1231,-11.9994,-54.5305,0.0000,0.0425,0.0125,-36.4648,-0.1846,-1.65e-7,
1029,ptheta = 0,263.7030,1.1081,-11.7663,-50.4739,-0.1254,0.0000,0.0453,-32.7618,-0.1846,-2.31e-7,
1030,collision,264.1190,1.0000,-12.4358,-33.5973,-0.4185,-0.0552,0.0925,-14.8696,-0.1846,-5.87e-13,
1031,beta = 0,264.3641,1.0762,-13.1898,-19.8733,0.2194,-0.0579,0.1020,-0.0000,-0.1846,-7.60e-8,
1032,pr = 0,264.6981,1.1118,-13.8786,-1.2174,0.0000,-0.0219,0.0878,19.7038,-0.1846,-2.75e-7,
1033,phi = 0,264.7221,1.1116,-13.9012,0.0000,-0.0147,-0.0179,0.0858,20.9557,-0.1846,-9.43e-8,
1034,ptheta = 0,264.8201,1.1074,-13.9426,4.5340,-0.0722,-0.0000,0.0766,25.5526,-0.1846,-3.11e-7,
1035,collision,265.3061,1.0000,-12.4358,16.8974,-0.3825,0.1288,0.0048,35.6252,-0.1846,-6.44e-13,
1036,pphi = 0,265.3329,1.0096,-12.2412,16.9329,0.3627,0.1372,0.0000,35.3653,-0.1846,-1.25e-7,
1037,pr = 0,265.9209,1.1117,-6.2525,3.1810,0.0000,0.2589,-0.0692,12.5691,-0.1846,-1.23e-9,
1038,phi = 0,265.9989,1.1099,-5.3006,0.0000,-0.0463,0.2654,-0.0726,7.9566,-0.1846,-9.97e-8,
1039,beta = 0,266.1269,1.0988,-3.6667,-5.5020,-0.1258,0.2706,-0.0748,-0.0000,-0.1846,-9.96e-8,
1040,theta = 0,266.4049,1.0385,0.0000,-16.7759,-0.3159,0.2554,-0.0635,-16.7759,-0.1846,-3.09e-7,
1041,collision,266.5109,1.0000,1.4634,-20.3563,-0.4032,0.2379,-0.0521,-22.5515,-0.1846,-6.34e-13,
1042,pphi = 0,266.8910,1.1012,5.3197,-26.0682,0.1517,0.1556,-0.0000,-34.0536,-0.1846,-1.50e-7,
1043,pr = 0,267.1830,1.1232,6.9801,-22.7327,0.0000,0.0917,0.0393,-33.2159,-0.1846,-1.71e-7,
1044,ptheta = 0,267.6830,1.0520,7.9782,-3.1554,-0.3059,0.0000,0.0927,-15.1422,-0.1846,-1.89e-7,
1045,phi = 0,267.7410,1.0328,7.9661,0.0000,-0.3534,-0.0077,0.0967,-11.9685,-0.1846,-1.50e-7,
1046,collision,267.8230,1.0000,7.9074,4.7608,-0.4303,-0.0170,0.1010,-7.1192,-0.1846,-5.34e-13,
1047,beta = 0,267.9425,1.0442,7.7706,11.6739,0.3239,-0.0242,0.1034,0.0000,-0.1846,-2.23e-7,
1048,ptheta = 0,268.3745,1.1165,7.3990,35.2083,0.0292,-0.0000,0.0802,24.0944,-0.1846,-2.79e-7,
1049,pr = 0,268.4245,1.1172,7.4066,37.4629,0.0000,0.0067,0.0751,26.3374,-0.1846,-2.23e-7,
1050,pphi = 0,268.9525,1.0384,8.7911,49.7605,-0.3064,0.1083,0.0000,36.5479,-0.1846,-1.13e-7,
1051,collision,269.0625,1.0000,9.5377,49.1239,-0.3875,0.1355,-0.0202,34.7841,-0.1846,-6.25e-13,
1052,pr = 0,269.6614,1.1107,14.9526,28.9022,0.0000,0.2064,-0.0822,6.3438,-0.1846,-3.18e-7,
1053,beta = 0,269.7634,1.1075,15.9273,24.0479,-0.0622,0.2036,-0.0835,0.0000,-0.1846,-3.20e-7,
1054,collision,270.2474,1.0000,20.1369,3.7913,-0.3976,0.1233,-0.0507,-26.7347,-0.1846,-6.54e-13,
1055,phi = 0,270.4217,1.0574,21.0555,0.0000,0.2720,0.0731,-0.0259,-31.9510,-0.1846,-2.21e-7,
1056,pphi = 0,270.6097,1.0979,21.4930,-1.3830,0.1623,0.0216,0.0000,-34.0141,-0.1846,-2.13e-7,
1057,ptheta = 0,270.6917,1.1095,21.5349,-1.1224,0.1184,0.0000,0.0109,-33.8189,-0.1846,-1.34e-7,
1058,phi = 0,270.8017,1.1194,21.4653,0.0000,0.0621,-0.0274,0.0246,-32.5881,-0.1846,-1.77e-7,
1059,pr = 0,270.9237,1.1232,21.2335,2.2215,0.0000,-0.0560,0.0389,-30.0062,-0.1846,-2.21e-7,
1060,beta = 0,271.5617,1.0038,17.5176,26.4860,-0.4155,-0.1630,0.0825,0.0000,-0.1846,-2.59e-7,
1061,collision,271.5697,1.0000,17.4336,26.9119,-0.4239,-0.1637,0.0825,0.5549,-0.1846,-6.09e-13,
