n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
212,collision,56.1827,1.0000,-76.7066,-73.4721,-0.1408,-0.0161,0.0526,67.9421,-0.0435,-3.42e-10,
213,ptheta = 0,56.2326,1.0045,-76.7214,-72.5342,0.1344,0.0000,0.0472,68.9203,-0.0435,-4.91e-6,
214,pphi = 0,56.5226,1.0370,-75.5957,-68.5811,0.0872,0.1378,0.0000,69.8262,-0.0435,-1.58e-6,
215,pr = 0,57.0226,1.0603,-69.4698,-78.4932,0.0000,0.3393,-0.0674,44.1445,-0.0435,-1.06e-6,
216,beta = 0,57.4626,1.0313,-59.9285,-100.7403,-0.1408,0.4628,-0.0971,-0.0000,-0.0435,-1.80e-6,
217,collision,57.6326,1.0000,-55.2916,-110.3800,-0.2142,0.4767,-0.0905,-19.2642,-0.0435,-3.20e-10,
218,pphi = 0,58.2394,1.0696,-41.6237,-127.6578,0.0470,0.3697,0.0000,-62.0791,-0.0435,-3.29e-6,
219,pr = 0,58.4994,1.0758,-37.3274,-123.7266,0.0000,0.2919,0.0530,-65.5285,-0.0435,-4.84e-6,
220,collision,59.1794,1.0000,-30.3755,-74.6040,-0.2843,0.1188,0.1865,-27.8947,-0.0435,-2.80e-10,
221,beta = 0,59.4575,1.0486,-28.7349,-44.0652,0.0799,0.1170,0.2049,-0.0000,-0.0435,-1.15e-5,
222,pr = 0,59.5675,1.0529,-28.0289,-31.2316,0.0000,0.1325,0.2020,11.7025,-0.0435,-1.19e-5,
223,phi = 0,59.8575,1.0242,-25.4612,0.0000,-0.1930,0.2118,0.1678,38.8525,-0.0435,-1.25e-5,
224,collision,59.9575,1.0000,-24.0641,9.6921,-0.2573,0.2540,0.1459,46.3430,-0.0435,-2.63e-10,
225,pphi = 0,60.6230,1.0877,-11.2875,36.4577,0.0492,0.5040,0.0000,53.4443,-0.0435,-2.62e-6,
226,pr = 0,60.8230,1.0929,-5.9732,34.0776,-0.0000,0.5671,-0.0393,43.0456,-0.0435,-7.50e-6,
227,theta = 0,61.0330,1.0866,0.0000,27.3935,-0.0629,0.6155,-0.0704,27.3935,-0.0435,-9.62e-6,
228,beta = 0,61.3230,1.0524,9.1205,13.7099,-0.1790,0.6388,-0.0889,0.0000,-0.0435,-1.37e-5,
229,collision,61.5430,1.0000,16.7660,2.8190,-0.2899,0.6070,-0.0754,-22.5134,-0.0435,-2.41e-10,
230,phi = 0,61.6133,1.0189,19.0994,0.0000,0.2560,0.5879,-0.0660,-28.9219,-0.0435,-1.99e-6,
231,pphi = 0,61.9933,1.0906,29.3371,-7.4172,0.1360,0.4603,0.0000,-52.4503,-0.0435,-2.84e-6,
232,phi = 0,62.3733,1.1270,36.2831,0.0000,0.0569,0.3299,0.0672,-56.4392,-0.0435,-4.50e-6,
233,pr = 0,62.6033,1.1339,39.3104,11.3881,0.0000,0.2546,0.1036,-50.1864,-0.0435,-2.04e-6,
234,beta = 0,63.3233,1.0342,44.4024,70.4924,-0.3269,0.0721,0.1675,0.0000,-0.0435,-9.95e-6,
235,collision,63.4033,1.0000,44.7496,79.5694,-0.3965,0.0612,0.1658,8.4544,-0.0435,-8.12e-11,
236,pr = 0,64.6031,1.1635,51.1856,147.8927,0.0000,0.2385,0.0195,64.8439,-0.0435,-1.77e-6,
237,pphi = 0,64.7431,1.1622,52.6898,148.6671,-0.0188,0.2697,0.0000,62.7083,-0.0435,-1.49e-6,
238,beta = 0,65.7131,1.0550,67.8922,118.8008,-0.2415,0.3651,-0.0859,0.0001,-0.0435,-4.04e-6,
239,collision,65.8931,1.0000,71.5934,109.3449,-0.3202,0.3261,-0.0801,-18.6019,-0.0435,-1.71e-10,
240,pphi = 0,66.7714,1.1726,79.7558,88.6982,0.1218,0.0580,0.0000,-61.1852,-0.0435,-9.54e-7,
241,ptheta = 0,66.9714,1.1948,79.9963,89.8052,0.0959,0.0000,0.0188,-60.7588,-0.0435,-1.92e-6,
242,pr = 0,67.6414,1.2289,77.7846,107.5107,0.0000,-0.1632,0.0696,-36.8625,-0.0435,-1.09e-6,
243,beta = 0,68.1914,1.2003,73.4287,132.6703,-0.1111,-0.2407,0.0869,0.0000,-0.0435,-1.57e-6,
244,collision,69.0614,1.0000,64.4004,165.7541,-0.3532,-0.1511,0.0185,55.1317,-0.0435,-8.99e-11,
245,pphi = 0,69.1888,1.0377,63.5661,166.3415,0.3191,-0.1183,0.0000,57.6112,-0.0435,-2.45e-6,
246,ptheta = 0,69.7188,1.1725,62.1838,155.1678,0.1960,0.0000,-0.0687,49.5226,-0.0435,-7.37e-7,
247,pr = 0,70.5288,1.2545,63.2278,109.7627,0.0000,0.0365,-0.1123,1.7931,-0.0435,-2.60e-6,
248,beta = 0,70.5588,1.2544,63.2622,108.0468,-0.0068,0.0344,-0.1124,0.0000,-0.0435,-2.10e-6,
249,ptheta = 0,70.8488,1.2419,63.4630,89.7942,-0.0800,0.0000,-0.1073,-18.7038,-0.0435,-5.31e-7,
250,collision,71.9388,1.0000,56.2154,48.7642,-0.3734,-0.3244,0.0012,-44.2230,-0.0435,-9.11e-11,
251,pphi = 0,71.9481,1.0027,56.3503,48.7623,-0.2142,-0.3211,0.0000,-44.4998,-0.0892,-4.57e-2,
252,beta = 0,72.6781,1.1846,41.3476,65.0970,0.1491,-0.5112,0.0579,0.0001,-0.0435,-3.66e-6,
253,pr = 0,73.3781,1.2329,27.5067,82.4539,0.0000,-0.4911,0.0168,40.3538,-0.0435,-2.33e-6,
254,pphi = 0,73.5281,1.2310,24.7887,83.1889,-0.0253,-0.4707,0.0000,45.3978,-0.0435,-2.14e-6,
255,collision,74.7881,1.0000,5.5164,21.0262,-0.4748,-0.2544,-0.1646,12.7453,-0.0435,7.61e-11,
256,beta = 0,74.9642,1.0675,3.2858,4.9300,0.3404,-0.2486,-0.1704,0.0000,-0.0435,-8.03e-6,
257,phi = 0,75.0142,1.0838,2.6624,0.0000,0.3052,-0.2498,-0.1699,-3.9944,-0.0435,-6.76e-6,
258,theta = 0,75.2442,1.1367,0.0000,-21.1641,0.1739,-0.2682,-0.1582,-21.1641,-0.0435,-1.88e-6,
259,pr = 0,75.6842,1.1719,-5.7987,-55.4832,0.0000,-0.3473,-0.1038,-46.7777,-0.0435,-1.35e-6,
260,pphi = 0,76.3142,1.1255,-17.0501,-74.4143,-0.1422,-0.4926,0.0000,-48.6462,-0.0435,-4.69e-6,
261,collision,76.8542,1.0000,-32.1961,-61.0940,-0.3383,-0.5692,0.0737,-11.4229,-0.0435,-1.69e-10,
262,beta = 0,76.9939,1.0369,-35.9433,-55.8696,0.2779,-0.5598,0.0770,-0.0000,-0.0435,-2.34e-7,
263,pphi = 0,77.8339,1.1566,-54.0932,-33.4028,0.0505,-0.3376,0.0000,55.3173,-0.0435,-1.50e-6,
264,pr = 0,78.1739,1.1653,-58.2253,-37.6349,0.0000,-0.2311,-0.0429,59.5013,-0.0435,-3.02e-6,
265,ptheta = 0,78.9339,1.1067,-61.9487,-75.5430,-0.1811,0.0000,-0.1249,29.5835,-0.0435,-2.42e-6,
266,beta = 0,79.2939,1.0134,-61.1255,-103.3242,-0.3540,0.0813,-0.1410,-0.0000,-0.0435,-6.69e-6,
267,collision,79.3239,1.0000,-60.9517,-106.2793,-0.3770,0.0867,-0.1408,-3.3330,-0.0435,-1.82e-10,
268,ptheta = 0,80.1972,1.1648,-58.0800,-160.1923,0.0703,0.0000,-0.0603,-63.3597,-0.0435,-1.44e-6,
269,pphi = 0,80.6672,1.1825,-59.1234,-168.2905,0.0093,-0.1086,0.0000,-69.2644,-0.0435,-1.32e-6,
270,pr = 0,80.7472,1.1829,-59.5118,-168.0576,0.0000,-0.1271,0.0101,-68.2068,-0.0435,-9.24e-7,
271,beta = 0,81.8672,1.0734,-70.3190,-124.7408,-0.2480,-0.2552,0.1035,-0.0001,-0.0435,-5.52e-6,
272,collision,82.0972,1.0000,-73.3744,-110.5568,-0.3530,-0.2064,0.0953,21.9721,-0.0435,-2.11e-10,
273,ptheta = 0,82.7767,1.1616,-76.8334,-85.5319,0.1682,0.0000,0.0344,56.2281,-0.0435,-1.24e-6,
274,pphi = 0,83.1567,1.2150,-76.0120,-81.8545,0.1146,0.1061,0.0000,57.6747,-0.0435,-1.25e-6,
275,pr = 0,83.9967,1.2653,-69.7134,-96.8734,0.0000,0.2911,-0.0566,26.3649,-0.0435,-1.20e-6,
276,beta = 0,84.4067,1.2504,-64.9183,-111.8089,-0.0740,0.3434,-0.0661,-0.0001,-0.0435,-1.77e-6,
277,pphi = 0,85.3567,1.0865,-51.8333,-136.1600,-0.2804,0.2864,0.0000,-51.8643,-0.0435,-3.93e-6,
278,collision,85.6167,1.0000,-48.2338,-132.6343,-0.3647,0.2181,0.0482,-55.1568,-0.0435,-1.15e-10,
279,pr = 0,86.5821,1.1790,-42.1339,-68.5552,0.0000,0.1120,0.1532,-2.0830,-0.0435,-4.08e-6,
280,beta = 0,86.6121,1.1789,-42.0119,-66.2583,-0.0108,0.1143,0.1533,-0.0000,-0.0435,-6.01e-6,
281,collision,87.5121,1.0000,-32.9593,-3.0147,-0.3853,0.3550,0.0572,47.9073,-0.0435,-8.10e-11,
282,phi = 0,87.6344,1.0421,-30.5190,0.0000,0.3365,0.4035,0.0332,46.9416,-0.0435,-4.85e-6,
283,pphi = 0,87.8244,1.1000,-26.3592,1.7461,0.2728,0.4694,0.0000,42.0206,-0.0435,-3.74e-6,
284,phi = 0,88.0344,1.1505,-21.6785,0.0000,0.2134,0.5245,-0.0278,32.9200,-0.0435,-4.84e-6,
285,beta = 0,88.5644,1.2264,-9.6451,-14.5021,0.0753,0.5901,-0.0578,-0.0000,-0.0435,-4.03e-6,
286,pr = 0,88.8844,1.2382,-2.5849,-24.4527,0.0000,0.5793,-0.0476,-20.5747,-0.0435,-3.61e-6,
287,theta = 0,89.0044,1.2366,0.0000,-27.4578,-0.0260,0.5666,-0.0390,-27.4578,-0.0435,-3.51e-6,
288,pphi = 0,89.3744,1.2135,7.5462,-31.8687,-0.0986,0.5054,0.0000,-43.2045,-0.0435,-3.20e-6,
289,phi = 0,90.2444,1.0353,22.5621,0.0000,-0.3667,0.2726,0.1332,-34.2979,-0.0435,-2.59e-6,
290,collision,90.3244,1.0000,23.8357,7.1654,-0.4275,0.2439,0.1471,-29.1268,-0.0435,-4.95e-11,
291,beta = 0,90.7067,1.1113,27.6376,42.3089,0.1822,0.1709,0.1735,0.0000,-0.0435,-5.74e-6,
292,pr = 0,91.0667,1.1425,30.3195,76.5866,0.0000,0.1743,0.1543,29.9678,-0.0435,-7.81e-7,
293,pphi = 0,91.9567,1.0053,41.6839,120.7788,-0.2834,0.3756,0.0000,55.0947,-0.0435,-6.38e-6,
294,collision,91.9667,1.0000,42.0845,120.7583,-0.2894,0.3812,-0.0041,54.3728,-0.0435,-2.10e-10,
295,beta = 0,92.7223,1.1310,58.0831,96.8391,0.0684,0.4447,-0.0813,0.0000,-0.0435,-1.56e-6,
296,pr = 0,92.9823,1.1398,63.0373,84.9696,0.0000,0.3997,-0.0737,-22.5731,-0.0435,-4.31e-6,
297,pphi = 0,93.7123,1.0853,72.8413,67.5208,-0.1373,0.1691,0.0000,-63.6241,-0.0435,-4.83e-7,
298,ptheta = 0,94.1223,1.0160,74.6174,73.9810,-0.2123,0.0000,0.0576,-61.8152,-0.0435,-3.31e-6,
299,collision,94.1823,1.0000,74.5485,76.5989,-0.2313,-0.0339,0.0688,-59.0146,-0.0435,-3.03e-10,
300,pr = 0,94.8869,1.0845,68.8396,119.5314,0.0000,-0.2511,0.1294,-1.5626,-0.0435,-8.00e-6,
301,beta = 0,94.8969,1.0845,68.6553,120.6454,-0.0057,-0.2528,0.1295,0.0000,-0.0435,-2.05e-6,
302,collision,95.5569,1.0000,60.4261,161.9214,-0.2378,-0.1791,0.0655,60.1122,-0.0435,-2.79e-10,
303,pphi = 0,95.9227,1.0698,58.1338,168.4857,0.1631,-0.0608,0.0000,71.5407,-0.0435,-5.04e-6,
304,ptheta = 0,96.1227,1.0989,57.8442,166.5907,0.1323,0.0000,-0.0331,70.2497,-0.0435,-3.16e-6,
305,pr = 0,96.7427,1.1443,59.9312,139.1580,0.0000,0.1326,-0.1142,38.4119,-0.0435,-3.81e-6,
306,beta = 0,97.1827,1.1123,62.7098,106.8120,-0.1541,0.1341,-0.1357,0.0000,-0.0435,-5.11e-6,
307,collision,97.6127,1.0000,64.6508,74.2874,-0.3547,0.0192,-0.1089,-36.9077,-0.0435,-2.34e-10,
308,ptheta = 0,97.6724,1.0162,64.6761,71.4294,0.3325,0.0000,-0.1030,-39.8235,-0.0435,-2.37e-6,
309,pphi = 0,98.5424,1.1979,58.8224,46.8350,0.1258,-0.2912,0.0000,-51.5553,-0.0435,-2.26e-6,
310,pr = 0,99.2924,1.2473,48.0424,60.5773,0.0000,-0.4558,0.0561,-16.5450,-0.0435,-2.24e-6,
311,beta = 0,99.5424,1.2408,43.6457,69.1425,-0.0519,-0.4852,0.0610,0.0001,-0.0435,-3.04e-6,
312,pphi = 0,100.3624,1.1229,27.8261,88.3298,-0.2421,-0.4422,-0.0000,45.7197,-0.0435,-2.18e-6,
313,collision,100.7524,1.0000,19.8097,79.8175,-0.3826,-0.3386,-0.0796,49.7979,-0.0435,-1.12e-10,
314,pr = 0,101.5272,1.1485,10.3407,17.5501,0.0000,-0.2200,-0.1763,1.9966,-0.0435,-3.67e-6,
315,beta = 0,101.5472,1.1483,10.1201,15.2199,-0.0124,-0.2205,-0.1764,0.0000,-0.0435,-9.54e-6,
316,phi = 0,101.6972,1.1403,8.6324,0.0000,-0.0938,-0.2303,-0.1726,-12.9733,-0.0435,-9.90e-6,
317,collision,102.2572,1.0000,0.5760,-46.0321,-0.3956,-0.3635,-0.0894,-46.8961,-0.0435,-9.51e-11,
318,theta = 0,102.2962,1.0107,0.0000,-47.3909,0.3809,-0.3734,-0.0828,-47.3909,-0.0435,-3.02e-6,
319,pphi = 0,102.7262,1.1371,-9.1478,-56.7374,0.2307,-0.4935,0.0000,-42.9864,-0.0435,-3.51e-6,
320,beta = 0,103.4962,1.2414,-25.7409,-39.2948,0.0431,-0.5541,0.0590,-0.0000,-0.0435,-3.50e-6,
321,pr = 0,103.6862,1.2455,-29.6414,-32.9061,0.0000,-0.5376,0.0556,12.6173,-0.0435,-2.61e-6,
322,pphi = 0,104.3862,1.1974,-42.2274,-19.9529,-0.1332,-0.4005,0.0000,46.6835,-0.0435,-2.57e-6,
323,collision,105.2262,1.0000,-52.5370,-47.5291,-0.3773,-0.1130,-0.1178,38.1317,-0.0435,-2.01e-10,
324,ptheta = 0,105.6249,1.1056,-53.5282,-77.6401,0.1830,0.0000,-0.1511,9.9627,-0.0435,-1.07e-6,
325,beta = 0,105.7349,1.1233,-53.4811,-87.5101,0.1307,0.0169,-0.1528,-0.0000,-0.0435,-6.77e-6,
326,pr = 0,106.0449,1.1433,-53.1112,-114.4032,0.0000,0.0273,-0.1405,-27.6201,-0.0435,-1.60e-6,
327,ptheta = 0,106.3049,1.1317,-52.9288,-133.4504,-0.0870,0.0000,-0.1149,-47.0245,-0.0435,-4.35e-6,
328,pphi = 0,106.9949,1.0120,-55.8129,-158.0463,-0.2512,-0.1848,0.0000,-65.8772,-0.0435,-4.75e-6,
329,collision,107.0349,1.0000,-56.3210,-157.9194,-0.2627,-0.2012,0.0096,-64.7170,-0.0435,-2.56e-10,
330,beta = 0,107.9291,1.1300,-69.0369,-121.5757,0.0213,-0.3197,0.1021,-0.0000,-0.0435,-2.76e-6,
331,pr = 0,108.0091,1.1307,-70.0852,-117.2487,0.0000,-0.3111,0.1015,6.9103,-0.0435,-4.17e-6,
332,ptheta = 0,108.9891,1.0117,-78.4276,-80.2051,-0.2263,0.0000,0.0083,65.9516,-0.0435,-4.69e-6,
333,collision,109.0291,1.0000,-78.3933,-80.0795,-0.2369,0.0242,0.0003,65.9818,-0.0435,-2.97e-10,
334,pphi = 0,109.0423,1.0004,-78.3907,-80.0800,0.2365,0.0250,0.0000,65.9739,-0.0435,-3.60e-6,
335,pr = 0,110.0623,1.1292,-67.8941,-115.6824,0.0000,0.3498,-0.0964,3.1227,-0.0435,-3.68e-6,
336,beta = 0,110.0923,1.1291,-67.3642,-117.5366,-0.0095,0.3535,-0.0966,-0.0001,-0.0435,-5.49e-6,
337,pphi = 0,111.0023,1.0091,-52.9607,-150.9311,-0.2459,0.2362,0.0000,-64.4429,-0.0435,-5.11e-6,
338,collision,111.0223,1.0000,-52.4869,-150.8512,-0.2550,0.2234,0.0078,-65.2879,-0.0435,-2.59e-10,
339,pr = 0,111.9106,1.1232,-48.0444,-106.7281,0.0000,0.0171,0.1502,-29.6022,-0.0435,-4.25e-6,
340,beta = 0,112.2306,1.0988,-47.7997,-76.6729,-0.1549,0.0255,0.1655,-0.0000,-0.0435,-3.46e-6,
341,collision,112.6006,1.0000,-46.5205,-42.5361,-0.3752,0.1195,0.1410,31.7857,-0.0435,-2.16e-10,
342,pphi = 0,113.5778,1.1884,-33.9909,-3.9498,0.0828,0.4377,0.0000,48.6720,-0.0435,-2.25e-6,
343,pr = 0,114.0078,1.2070,-25.5767,-10.2621,0.0000,0.5377,-0.0478,28.7729,-0.0435,-4.03e-7,
344,beta = 0,114.4278,1.1864,-16.2375,-24.5226,-0.1042,0.5873,-0.0667,-0.0000,-0.0435,-4.73e-6,
345,theta = 0,115.0678,1.0569,0.0000,-42.0287,-0.3088,0.5138,-0.0086,-42.0287,-0.0435,-7.04e-6,
346,pphi = 0,115.1078,1.0430,1.1563,-42.1381,-0.3255,0.5008,0.0000,-43.8726,-0.0435,-7.56e-6,
347,collision,115.2178,1.0000,4.3882,-41.2019,-0.3770,0.4585,0.0276,-47.7874,-0.0435,-1.38e-10,
348,phi = 0,115.9572,1.1694,16.4621,0.0000,0.0869,0.2537,0.1500,-24.8665,-0.0435,-1.65e-6,
349,pr = 0,116.1572,1.1779,18.3990,17.5127,0.0000,0.2272,0.1618,-10.3292,-0.0435,-7.39e-6,
350,beta = 0,116.2872,1.1740,19.5920,29.6829,-0.0608,0.2173,0.1641,0.0000,-0.0435,-7.55e-6,
351,collision,117.0072,1.0000,27.7142,87.6391,-0.4246,0.2928,0.0877,45.2079,-0.0435,-8.69e-11,
352,pphi = 0,117.5397,1.1688,36.6135,99.6222,0.2423,0.4004,0.0000,42.6279,-0.0435,-2.33e-6,
353,beta = 0,118.4297,1.3020,50.6678,82.0587,0.0650,0.4261,-0.0509,0.0001,-0.0435,-1.63e-6,
354,pr = 0,118.8297,1.3145,56.0215,71.1409,0.0000,0.3821,-0.0431,-21.4517,-0.0435,-5.64e-7,
355,pphi = 0,119.5597,1.2771,63.8785,61.1589,-0.0992,0.2460,0.0000,-48.2773,-0.0435,-8.10e-7,
356,ptheta = 0,120.5097,1.1131,68.5091,82.6030,-0.2719,0.0000,0.0810,-37.6873,-0.0435,-1.25e-6,
357,collision,120.8397,1.0000,67.6160,100.9416,-0.4123,-0.0994,0.1071,-17.1966,-0.0435,-2.18e-10,
358,beta = 0,121.0599,1.0774,66.1985,114.7808,0.3047,-0.1422,0.1131,0.0000,-0.0435,-3.81e-6,
359,ptheta = 0,122.3999,1.2370,60.3388,169.4314,0.0074,0.0000,0.0075,67.8102,-0.0435,-1.54e-6,
360,pr = 0,122.4699,1.2373,60.3572,169.5814,0.0000,0.0140,-0.0000,67.9207,-0.0435,-1.44e-6,
361,pphi = 0,122.4699,1.2373,60.3570,169.5814,0.0000,0.0139,0.0000,67.9211,-0.0435,-1.59e-6,
362,beta = 0,123.8499,1.0859,67.4009,117.6242,-0.2901,0.1651,-0.1088,0.0000,-0.0435,-1.89e-6,
363,collision,124.0899,1.0000,69.2706,102.4860,-0.4070,0.1155,-0.1011,-19.6623,-0.0435,-2.28e-10,
364,ptheta = 0,124.4873,1.1245,70.4303,83.5946,0.2602,0.0000,-0.0697,-41.4239,-0.0435,-1.24e-6,
365,pphi = 0,125.3173,1.2726,66.8988,67.6089,0.1154,-0.2147,0.0000,-48.8216,-0.0435,-8.12e-7,
366,pr = 0,126.1673,1.3232,58.3996,80.4644,0.0000,-0.3679,0.0463,-17.0369,-0.0435,-1.31e-6,
367,beta = 0,126.4773,1.3155,54.4188,89.3676,-0.0502,-0.3999,0.0510,0.0000,-0.0435,-8.25e-7,
368,pphi = 0,127.4273,1.1892,40.8186,107.9480,-0.2241,-0.3738,0.0000,43.7713,-0.0435,-7.49e-7,
369,collision,128.0273,1.0000,31.6208,92.6447,-0.4270,-0.2554,-0.0966,43.9128,-0.0435,-1.04e-10,
370,beta = 0,128.7112,1.1686,24.8728,37.9237,0.0816,-0.1985,-0.1633,0.0000,-0.0435,-7.55e-6,
371,pr = 0,128.8912,1.1757,23.3570,21.5396,0.0000,-0.2158,-0.1591,-14.0019,-0.0435,-4.34e-6,
372,phi = 0,129.1412,1.1622,20.9007,0.0000,-0.1060,-0.2589,-0.1399,-31.7105,-0.0435,-3.14e-6,
373,collision,129.8212,1.0000,8.9249,-34.2668,-0.3639,-0.4717,-0.0168,-47.6815,-0.0435,-1.87e-10,
374,pphi = 0,129.9051,1.0253,6.9552,-34.6079,0.3332,-0.4987,0.0000,-45.0535,-0.0435,-7.76e-6,
375,theta = 0,130.1551,1.0982,0.0000,-31.0773,0.2388,-0.5678,0.0444,-31.0773,-0.0435,-3.61e-6,
376,beta = 0,130.5751,1.1687,-10.8645,-16.3460,0.1039,-0.6009,0.0706,-0.0000,-0.0435,-5.57e-6,
377,pr = 0,130.9551,1.1878,-20.0577,-2.2351,0.0000,-0.5580,0.0522,28.1683,-0.0435,-4.16e-6,
378,phi = 0,131.0351,1.1871,-21.8608,0.0000,-0.0186,-0.5422,0.0444,33.2039,-0.0435,-3.51e-6,
379,pphi = 0,131.3851,1.1677,-29.1240,4.7178,-0.0892,-0.4554,0.0000,49.4080,-0.0435,-7.55e-7,
380,phi = 0,131.7151,1.1279,-34.9256,0.0000,-0.1546,-0.3553,-0.0510,54.1715,-0.0435,-1.63e-6,
381,collision,132.2451,1.0000,-41.8093,-29.5724,-0.3567,-0.1584,-0.1411,36.3310,-0.0435,-2.71e-10,
382,beta = 0,132.6812,1.0974,-43.8931,-69.5828,0.1048,-0.0483,-0.1742,-0.0000,-0.0435,-8.23e-6,
383,pr = 0,132.8812,1.1077,-44.2745,-89.2337,0.0000,-0.0371,-0.1677,-18.9702,-0.0435,-8.45e-6,
384,collision,133.5812,1.0000,-47.3801,-139.4035,-0.2787,-0.1729,-0.0589,-63.5051,-0.0435,-2.98e-10,
385,pphi = 0,133.8796,1.0695,-50.7651,-144.0699,0.2069,-0.2642,0.0000,-61.8256,-0.0435,-2.04e-6,
386,pr = 0,134.7996,1.1683,-64.6432,-114.3430,0.0000,-0.3637,0.0872,-3.1653,-0.0435,-4.32e-6,
387,beta = 0,134.8396,1.1681,-65.2096,-112.4804,-0.0093,-0.3604,0.0873,-0.0001,-0.0435,-2.43e-6,
388,pphi = 0,135.8996,1.0283,-76.6235,-78.0924,-0.2429,-0.0602,0.0000,63.0954,-0.0435,-5.15e-6,
389,collision,135.9996,1.0000,-76.8377,-78.6252,-0.2681,-0.0088,-0.0170,63.1467,-0.0435,-3.42e-10,
390,ptheta = 0,136.0258,1.0049,-76.8421,-78.8202,0.2637,0.0000,-0.0199,62.9637,-0.0435,-3.56e-6,
391,beta = 0,137.0158,1.1474,-68.8474,-121.1131,0.0140,0.2911,-0.1042,-0.0001,-0.0435,-5.06e-6,
392,pr = 0,137.0658,1.1478,-68.2165,-124.0644,0.0000,0.2952,-0.1040,-4.4823,-0.0435,-5.11e-6,
393,pphi = 0,138.0358,1.0261,-56.6870,-161.3456,-0.2361,0.1486,0.0000,-67.3946,-0.0435,-6.60e-6,
394,collision,138.1358,1.0000,-55.9254,-160.7051,-0.2603,0.1108,0.0217,-68.3078,-0.0435,-3.16e-10,
395,ptheta = 0,138.4863,1.0757,-54.9463,-149.5690,0.1746,0.0000,0.0873,-59.1470,-0.0435,-6.21e-6,
396,pr = 0,139.0063,1.1240,-56.0702,-113.5374,-0.0000,-0.0724,0.1463,-20.8460,-0.0435,-7.26e-6,
397,beta = 0,139.2363,1.1135,-56.7741,-94.1295,-0.0958,-0.0600,0.1529,-0.0000,-0.0435,-5.33e-7,
398,ptheta = 0,139.5263,1.0662,-57.2447,-69.2956,-0.2305,0.0000,0.1411,25.8028,-0.0435,-3.54e-6,
399,collision,139.7463,1.0000,-56.7483,-52.2165,-0.3437,0.0841,0.1141,41.8601,-0.0435,-3.13e-10,
400,pphi = 0,140.5584,1.1731,-47.9115,-26.9539,0.1270,0.3720,0.0000,49.9258,-0.0435,-3.25e-6,
401,pr = 0,141.2184,1.2168,-36.0702,-39.5362,-0.0000,0.5218,-0.0585,16.5460,-0.0435,-3.21e-6,
402,beta = 0,141.4484,1.2103,-31.1452,-47.9577,-0.0560,0.5481,-0.0641,-0.0000,-0.0435,-6.07e-7,
403,pphi = 0,142.1984,1.0960,-14.2051,-66.3642,-0.2549,0.4880,0.0000,-44.9456,-0.0435,-5.28e-6,
404,collision,142.4984,1.0000,-7.0098,-60.7672,-0.3693,0.3951,0.0668,-50.2393,-0.0435,-2.10e-10,
405,theta = 0,142.9275,1.1136,0.0000,-34.2823,0.1776,0.2767,0.1479,-34.2823,-0.0435,-1.05e-5,
406,pr = 0,143.2775,1.1449,3.8529,-1.5001,0.0000,0.2316,0.1766,-7.2816,-0.0435,-3.33e-6,
407,phi = 0,143.2875,1.1448,4.0025,0.0000,-0.0080,0.2309,0.1770,-6.0061,-0.0435,-9.86e-6,
408,beta = 0,143.3575,1.1430,4.6993,7.0529,-0.0459,0.2288,0.1778,0.0000,-0.0435,-1.02e-5,
409,collision,143.9875,1.0000,12.7220,63.4709,-0.4058,0.3206,0.1067,44.3085,-0.0435,-1.85e-10,
410,pphi = 0,144.5805,1.1687,23.8848,79.8837,0.2017,0.4616,0.0000,43.5145,-0.0435,-2.63e-6,
411,beta = 0,145.4105,1.2619,39.6359,62.1335,0.0252,0.5013,-0.0558,0.0000,-0.0435,-1.17e-6,
412,pr = 0,145.5405,1.2635,41.8668,58.1618,0.0000,0.4900,-0.0546,-7.8424,-0.0435,-2.48e-6,
413,pphi = 0,146.3705,1.1999,54.8353,42.3885,-0.1474,0.3271,0.0000,-47.8109,-0.0435,-1.34e-6,
414,collision,147.2105,1.0000,62.1494,66.0625,-0.3682,0.0409,0.1032,-39.5066,-0.0435,-3.14e-10,
415,ptheta = 0,147.3224,1.0361,62.2659,72.6937,0.3177,0.0000,0.1159,-33.1331,-0.0435,-8.77e-6,
416,beta = 0,147.7324,1.1296,61.1821,103.4475,0.1404,-0.0947,0.1369,0.0000,-0.0435,-3.89e-6,
417,pr = 0,148.1324,1.1565,59.3804,133.5350,0.0000,-0.0992,0.1200,33.9637,-0.0435,-2.62e-6,
418,ptheta = 0,148.6924,1.1173,57.9980,162.1990,-0.1303,0.0000,0.0551,65.5375,-0.0435,-8.21e-7,
419,pphi = 0,149.0324,1.0629,58.7997,167.7295,-0.1885,0.0996,0.0000,69.3870,-0.0435,-2.42e-6,
420,collision,149.3124,1.0000,61.0981,163.4095,-0.2520,0.1949,-0.0529,60.1449,-0.0435,-3.74e-10,
421,beta = 0,150.0129,1.0999,70.2873,124.6618,0.0264,0.2743,-0.1184,0.0000,-0.0435,-1.58e-6,
422,pr = 0,150.0929,1.1009,71.2892,119.3422,0.0000,0.2644,-0.1177,-7.8340,-0.0435,-4.38e-6,
423,ptheta = 0,150.9029,1.0051,77.3643,78.7911,-0.2213,0.0000,-0.0395,-64.4236,-0.0435,-7.19e-6,
424,collision,150.9129,1.0000,77.3576,78.3001,-0.2264,-0.0109,-0.0359,-64.8961,-0.0435,-4.03e-10,
